,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
4981,West Bengal,2019,3,south twenty four parganas district,2784616,2980743400.200357,659919,11640483,2019-01-01,0.641,100896618
4982,West Bengal,2019,3,purba bardhaman district,5809301,5357582349.263204,428350,7257620,2019-01-01,0.641,100896618
4983,West Bengal,2019,3,uttar dinajpur district,643412,978369471.8491668,189407,2523533,2019-01-01,0.641,100896618
4984,West Bengal,2019,3,kalimpong district,39750,76053089.44145533,15312,183357,2019-01-01,0.641,100896618
4985,West Bengal,2019,3,murshidabad district,4494100,3474157884.9006653,622422,9294082,2019-01-01,0.641,100896618
4986,West Bengal,2019,3,paschim medinipur district,2347260,2190157100.6562915,455417,8280953,2019-01-01,0.641,100896618
4987,West Bengal,2019,3,dakshin dinajpur district,643446,465122162.79446423,146051,1806053,2019-01-01,0.641,100896618
4988,West Bengal,2019,3,jalpaiguri district,433372,722249885.5745986,122923,1806874,2019-01-01,0.641,100896618
4989,West Bengal,2019,3,purulia district,1095563,629137903.632899,230836,3683732,2019-01-01,0.641,100896618
4990,West Bengal,2019,3,north twenty four parganas district,8854937,9351811604.762173,1478650,33572269,2019-01-01,0.641,100896618
4991,West Bengal,2019,3,bankura district,2304123,1262732884.9594836,353058,6715391,2019-01-01,0.641,100896618
4992,West Bengal,2019,3,jhargram district,366694,227357129.67767933,65500,1116758,2019-01-01,0.641,100896618
4993,West Bengal,2019,3,howrah district,2301305,2690889297.0739627,540552,9743134,2019-01-01,0.641,100896618
4994,West Bengal,2019,3,hooghly district,3690825,3088441313.236069,624518,13191323,2019-01-01,0.641,100896618
4995,West Bengal,2019,3,kolkata district,16306691,21451201632.248753,1138965,22126534,2019-01-01,0.641,100896618
4996,West Bengal,2019,3,koch bihar district,548852,801384234.6331651,172002,2433275,2019-01-01,0.641,100896618
4997,West Bengal,2019,3,alipurduar district,252938,457269673.21038043,85888,1176861,2019-01-01,0.641,100896618
4998,West Bengal,2019,3,paschim bardhaman district,3088578,3179774211.0084143,438438,7691224,2019-01-01,0.641,100896618
4999,West Bengal,2019,3,nadia district,2571191,2474590164.314495,502635,8909989,2019-01-01,0.641,100896618
5000,West Bengal,2019,3,birbhum district,1941324,1335657252.5214772,331414,5342422,2019-01-01,0.641,100896618
5001,West Bengal,2019,3,purba medinipur district,2642814,2923218852.733621,504142,9655511,2019-01-01,0.641,100896618
5002,West Bengal,2019,3,maldah district,1832396,2417266062.5172515,340720,5661227,2019-01-01,0.641,100896618
5003,West Bengal,2019,3,darjiling district,1451341,2005365055.6205454,196103,2746406,2019-01-01,0.641,100896618
5004,West Bengal,2019,2,south twenty four parganas district,2092814,2437194676.653476,579599,3430790,2019-01-01,0.641,100896618
5005,West Bengal,2019,2,purba bardhaman district,4174535,4375901182.135069,387428,2138160,2019-01-01,0.641,100896618
5006,West Bengal,2019,2,uttar dinajpur district,540199,915161292.8232623,169472,792182,2019-01-01,0.641,100896618
5007,West Bengal,2019,2,kalimpong district,30723,68861020.49970469,13066,57126,2019-01-01,0.641,100896618
5008,West Bengal,2019,2,murshidabad district,2301748,2744461154.3824716,548604,2725852,2019-01-01,0.641,100896618
5009,West Bengal,2019,2,paschim medinipur district,1561429,1837766309.1079724,411877,2375069,2019-01-01,0.641,100896618
5010,West Bengal,2019,2,dakshin dinajpur district,366374,389130042.41225576,131963,505843,2019-01-01,0.641,100896618
5011,West Bengal,2019,2,jalpaiguri district,318023,621913833.1314416,109309,533784,2019-01-01,0.641,100896618
5012,West Bengal,2019,2,purulia district,638348,487259414.2527912,212137,946167,2019-01-01,0.641,100896618
5013,West Bengal,2019,2,north twenty four parganas district,6157371,7197223705.950621,1312362,9040481,2019-01-01,0.641,100896618
5014,West Bengal,2019,2,bankura district,1250400,956916426.859871,323010,1640080,2019-01-01,0.641,100896618
5015,West Bengal,2019,2,jhargram district,195771,193287311.04751638,59993,303906,2019-01-01,0.641,100896618
5016,West Bengal,2019,2,howrah district,1740780,2186684125.294092,480813,2790524,2019-01-01,0.641,100896618
5017,West Bengal,2019,2,hooghly district,2379459,2442336673.6144834,557946,3729002,2019-01-01,0.641,100896618
5018,West Bengal,2019,2,kolkata district,13259522,17260848900.77318,1014406,6041911,2019-01-01,0.641,100896618
5019,West Bengal,2019,2,koch bihar district,471590,787922720.7588583,153650,755753,2019-01-01,0.641,100896618
5020,West Bengal,2019,2,alipurduar district,206118,425684355.1270641,76597,365769,2019-01-01,0.641,100896618
5021,West Bengal,2019,2,paschim bardhaman district,2145729,2557384605.140711,395259,2040604,2019-01-01,0.641,100896618
5022,West Bengal,2019,2,nadia district,1702468,1996301068.1121693,447979,2537823,2019-01-01,0.641,100896618
5023,West Bengal,2019,2,birbhum district,1207526,1042289262.7394705,300617,1478412,2019-01-01,0.641,100896618
5024,West Bengal,2019,2,purba medinipur district,1850677,2439996733.7922893,448850,2751511,2019-01-01,0.641,100896618
5025,West Bengal,2019,2,maldah district,1433212,2138635544.306306,305773,1715360,2019-01-01,0.641,100896618
5026,West Bengal,2019,2,darjiling district,998719,1602530760.2036004,172085,818092,2019-01-01,0.641,100896618
5027,West Bengal,2019,1,south twenty four parganas district,2381496,2207352520.7777843,487180,0,2019-01-01,0.641,100896618
5028,West Bengal,2019,1,purba bardhaman district,2576757,2102277082.1985483,340321,0,2019-01-01,0.641,100896618
5029,West Bengal,2019,1,uttar dinajpur district,591162,767180236.7509651,144521,0,2019-01-01,0.641,100896618
5030,West Bengal,2019,1,kalimpong district,25274,50702402.103605494,10477,0,2019-01-01,0.641,100896618
5031,West Bengal,2019,1,murshidabad district,2701331,2435341320.8521204,478812,0,2019-01-01,0.641,100896618
5032,West Bengal,2019,1,paschim medinipur district,2056170,1976806857.544343,361979,0,2019-01-01,0.641,100896618
5033,West Bengal,2019,1,dakshin dinajpur district,430789,359433643.3864198,115269,0,2019-01-01,0.641,100896618
5034,West Bengal,2019,1,jalpaiguri district,324907,536462779.7040474,92118,0,2019-01-01,0.641,100896618
5035,West Bengal,2019,1,purulia district,826372,466522618.3836639,190392,0,2019-01-01,0.641,100896618
5036,West Bengal,2019,1,north twenty four parganas district,6016538,6234416494.557015,1130983,0,2019-01-01,0.641,100896618
5037,West Bengal,2019,1,bankura district,1555874,897807596.2767885,288329,0,2019-01-01,0.641,100896618
5038,West Bengal,2019,1,jhargram district,296546,202134021.18639287,53153,0,2019-01-01,0.641,100896618
5039,West Bengal,2019,1,howrah district,1870799,1930863137.4692266,410583,0,2019-01-01,0.641,100896618
5040,West Bengal,2019,1,hooghly district,2488635,2045644142.3086185,480952,0,2019-01-01,0.641,100896618
5041,West Bengal,2019,1,kolkata district,9807639,12332944237.04475,868126,0,2019-01-01,0.641,100896618
5042,West Bengal,2019,1,koch bihar district,506575,629607593.5966945,131010,0,2019-01-01,0.641,100896618
5043,West Bengal,2019,1,alipurduar district,201488,361523896.4343028,64136,0,2019-01-01,0.641,100896618
5044,West Bengal,2019,1,paschim bardhaman district,1712637,1759360643.2614815,349928,0,2019-01-01,0.641,100896618
5045,West Bengal,2019,1,nadia district,1878230,1674723468.0591764,385179,0,2019-01-01,0.641,100896618
5046,West Bengal,2019,1,birbhum district,5081745,6063627232.544631,265201,0,2019-01-01,0.641,100896618
5047,West Bengal,2019,1,purba medinipur district,2175167,2426138102.1437855,389583,0,2019-01-01,0.641,100896618
5048,West Bengal,2019,1,maldah district,1559418,1770444887.2016394,266012,0,2019-01-01,0.641,100896618
5049,West Bengal,2019,1,darjiling district,560839,933357710.0945336,145181,0,2019-01-01,0.641,100896618
5050,West Bengal,2019,4,south twenty four parganas district,3461338,3615715409.1951017,741375,13581616,2019-01-01,0.641,100896618
5051,West Bengal,2019,4,purba bardhaman district,9422447,6518176227.12306,488492,12735066,2019-01-01,0.641,100896618
5052,West Bengal,2019,4,uttar dinajpur district,912512,1239736206.54556,215655,3217032,2019-01-01,0.641,100896618
5053,West Bengal,2019,4,kalimpong district,48119,97391976.28005514,17771,221386,2019-01-01,0.641,100896618
5054,West Bengal,2019,4,murshidabad district,5467828,4214583776.974844,750671,13929731,2019-01-01,0.641,100896618
5055,West Bengal,2019,4,paschim medinipur district,4095923,2924786112.5345197,520047,14232700,2019-01-01,0.641,100896618
5056,West Bengal,2019,4,dakshin dinajpur district,928554,611801422.234447,167751,2758745,2019-01-01,0.641,100896618
5057,West Bengal,2019,4,jalpaiguri district,570982,904007823.4554143,138687,2180913,2019-01-01,0.641,100896618
5058,West Bengal,2019,4,purulia district,2976215,991578052.4253972,269243,9311848,2019-01-01,0.641,100896618
5059,West Bengal,2019,4,north twenty four parganas district,10387653,10930067930.509941,1638605,37515458,2019-01-01,0.641,100896618
5060,West Bengal,2019,4,bankura district,6055533,1977857278.9550972,417129,17405204,2019-01-01,0.641,100896618
5061,West Bengal,2019,4,jhargram district,580248,299479223.67942506,75434,2033647,2019-01-01,0.641,100896618
5062,West Bengal,2019,4,howrah district,2742810,3203293592.3727775,597553,10870618,2019-01-01,0.641,100896618
5063,West Bengal,2019,4,hooghly district,4540564,3763712816.9060802,694972,16121357,2019-01-01,0.641,100896618
5064,West Bengal,2019,4,kolkata district,21917627,26475748918.32508,1238698,23803601,2019-01-01,0.641,100896618
5065,West Bengal,2019,4,koch bihar district,727438,1048679049.7796855,196016,3117183,2019-01-01,0.641,100896618
5066,West Bengal,2019,4,alipurduar district,338336,612361611.1269797,96583,1467355,2019-01-01,0.641,100896618
5067,West Bengal,2019,4,paschim bardhaman district,5025410,4100414909.372712,492425,11527025,2019-01-01,0.641,100896618
5068,West Bengal,2019,4,nadia district,3838756,3180344894.5931797,571859,12713222,2019-01-01,0.641,100896618
5069,West Bengal,2019,4,birbhum district,4269094,1949145295.0043097,380115,11005862,2019-01-01,0.641,100896618
5070,West Bengal,2019,4,purba medinipur district,3988434,3949509409.870963,573088,14094860,2019-01-01,0.641,100896618
5071,West Bengal,2019,4,maldah district,2391313,2911322901.3592367,383514,7234930,2019-01-01,0.641,100896618
5072,West Bengal,2019,4,darjiling district,2118704,2683895416.0233145,219375,3247254,2019-01-01,0.641,100896618
5073,West Bengal,2021,3,south twenty four parganas district,8148035,17003261364.446451,1383020,23765288,2021-01-01,0.641,100896618
5074,West Bengal,2021,3,purba bardhaman district,4895497,9701089785.313658,847622,15020358,2021-01-01,0.641,100896618
5075,West Bengal,2021,3,uttar dinajpur district,2833025,7139308290.0050125,425320,10453927,2021-01-01,0.641,100896618
5076,West Bengal,2021,3,kalimpong district,195057,465676038.53915656,40581,1787640,2021-01-01,0.641,100896618
5077,West Bengal,2021,3,murshidabad district,10931440,25748905389.537254,1342984,21103271,2021-01-01,0.641,100896618
5078,West Bengal,2021,3,paschim medinipur district,6258901,12581282827.778063,922218,20226812,2021-01-01,0.641,100896618
5079,West Bengal,2021,3,dakshin dinajpur district,1272971,2627951633.9636664,304201,4804545,2021-01-01,0.641,100896618
5080,West Bengal,2021,3,jalpaiguri district,1847997,3994414459.2942305,280624,7690594,2021-01-01,0.641,100896618
5081,West Bengal,2021,3,purulia district,2421483,3554644332.9978147,469472,11407463,2021-01-01,0.641,100896618
5082,West Bengal,2021,3,north twenty four parganas district,22393657,40621221621.04847,2852030,47835815,2021-01-01,0.641,100896618
5083,West Bengal,2021,3,bankura district,3741684,5714486936.043903,695804,14483541,2021-01-01,0.641,100896618
5084,West Bengal,2021,3,jhargram district,818355,1427733005.9466476,133927,4306987,2021-01-01,0.641,100896618
5085,West Bengal,2021,3,howrah district,15377518,27653090450.955425,1077467,15417318,2021-01-01,0.641,100896618
5086,West Bengal,2021,3,hooghly district,7784199,14865078300.051212,1198858,18451061,2021-01-01,0.641,100896618
5087,West Bengal,2021,3,kolkata district,55166796,108533947842.03369,2078360,32297893,2021-01-01,0.641,100896618
5088,West Bengal,2021,3,koch bihar district,2404892,5057670482.625468,401546,9466032,2021-01-01,0.641,100896618
5089,West Bengal,2021,3,alipurduar district,1263252,2737500631.928809,195128,5854359,2021-01-01,0.641,100896618
5090,West Bengal,2021,3,paschim bardhaman district,6486598,11454626096.903252,845830,13640640,2021-01-01,0.641,100896618
5091,West Bengal,2021,3,nadia district,6912466,15091309342.981659,1026795,16684700,2021-01-01,0.641,100896618
5092,West Bengal,2021,3,birbhum district,3540954,6590455614.729217,644407,10749052,2021-01-01,0.641,100896618
5093,West Bengal,2021,3,purba medinipur district,7833998,18432252642.503994,1017925,18619093,2021-01-01,0.641,100896618
5094,West Bengal,2021,3,maldah district,5226024,12609978452.38233,710699,15940220,2021-01-01,0.641,100896618
5095,West Bengal,2021,3,darjiling district,3958189,8851180714.502821,428460,8582057,2021-01-01,0.641,100896618
5096,West Bengal,2021,2,south twenty four parganas district,6661813,13398529483.673187,1286588,19344293,2021-01-01,0.641,100896618
5097,West Bengal,2021,2,purba bardhaman district,3920729,7572502416.238684,787970,12128849,2021-01-01,0.641,100896618
5098,West Bengal,2021,2,uttar dinajpur district,2253385,5564220751.049259,392388,8184990,2021-01-01,0.641,100896618
5099,West Bengal,2021,2,kalimpong district,158257,340481312.8783516,37523,1223459,2021-01-01,0.641,100896618
5100,West Bengal,2021,2,murshidabad district,8602251,19996935608.243374,1248602,16530655,2021-01-01,0.641,100896618
5101,West Bengal,2021,2,paschim medinipur district,5051834,10303513378.79989,856640,16201033,2021-01-01,0.641,100896618
5102,West Bengal,2021,2,dakshin dinajpur district,1056135,2122254125.665434,281433,3959456,2021-01-01,0.641,100896618
5103,West Bengal,2021,2,jalpaiguri district,1434640,3074506540.24375,259321,5783835,2021-01-01,0.641,100896618
5104,West Bengal,2021,2,purulia district,1895981,2790996372.0372777,435131,8843358,2021-01-01,0.641,100896618
5105,West Bengal,2021,2,north twenty four parganas district,17258291,30414821772.928673,2660664,37899453,2021-01-01,0.641,100896618
5106,West Bengal,2021,2,bankura district,2915786,4611070512.295103,646486,11202278,2021-01-01,0.641,100896618
5107,West Bengal,2021,2,jhargram district,656024,1117615385.2981439,124122,3321057,2021-01-01,0.641,100896618
5108,West Bengal,2021,2,howrah district,12238810,22440665027.606167,1004570,12452653,2021-01-01,0.641,100896618
5109,West Bengal,2021,2,hooghly district,6360194,11614334146.67925,1117731,15432239,2021-01-01,0.641,100896618
5110,West Bengal,2021,2,kolkata district,41726247,80954850438.57187,1944113,23924834,2021-01-01,0.641,100896618
5111,West Bengal,2021,2,koch bihar district,1946827,3960247167.469792,370813,7542282,2021-01-01,0.641,100896618
5112,West Bengal,2021,2,alipurduar district,1015282,2144339264.9745913,180350,4356938,2021-01-01,0.641,100896618
5113,West Bengal,2021,2,paschim bardhaman district,4893774,8731262893.729904,789026,10545670,2021-01-01,0.641,100896618
5114,West Bengal,2021,2,nadia district,5524174,11227582723.377321,955428,13665885,2021-01-01,0.641,100896618
5115,West Bengal,2021,2,birbhum district,2739774,5158503519.465005,597952,8372476,2021-01-01,0.641,100896618
5116,West Bengal,2021,2,purba medinipur district,6418522,15155067721.273426,946277,15491958,2021-01-01,0.641,100896618
5117,West Bengal,2021,2,maldah district,4093606,9929838049.329655,658282,12664071,2021-01-01,0.641,100896618
5118,West Bengal,2021,2,darjiling district,3075101,6810672446.735575,398569,6269744,2021-01-01,0.641,100896618
5119,West Bengal,2021,1,south twenty four parganas district,5599480,12117504304.189785,1202229,21591489,2021-01-01,0.641,100896618
5120,West Bengal,2021,1,purba bardhaman district,3332419,6629023081.432125,736414,12509473,2021-01-01,0.641,100896618
5121,West Bengal,2021,1,uttar dinajpur district,1706867,4658610030.56789,364508,6914186,2021-01-01,0.641,100896618
5122,West Bengal,2021,1,kalimpong district,126774,304298077.8011435,34881,525429,2021-01-01,0.641,100896618
5123,West Bengal,2021,1,murshidabad district,6771948,16548543048.894,1166975,18555993,2021-01-01,0.641,100896618
5124,West Bengal,2021,1,paschim medinipur district,4172851,8823590467.006695,800530,15570980,2021-01-01,0.641,100896618
5125,West Bengal,2021,1,dakshin dinajpur district,870615,1850147285.0761428,262176,3213720,2021-01-01,0.641,100896618
5126,West Bengal,2021,1,jalpaiguri district,1155903,2759371175.6936426,241123,4313032,2021-01-01,0.641,100896618
5127,West Bengal,2021,1,purulia district,1624755,2471960440.649763,406012,6414833,2021-01-01,0.641,100896618
5128,West Bengal,2021,1,north twenty four parganas district,15695125,27895823531.579113,2491076,53434882,2021-01-01,0.641,100896618
5129,West Bengal,2021,1,bankura district,2760457,4094039523.9611278,604485,9129830,2021-01-01,0.641,100896618
5130,West Bengal,2021,1,jhargram district,563523,1013708476.7789638,115812,2140829,2021-01-01,0.641,100896618
5131,West Bengal,2021,1,howrah district,9971593,19433078118.20204,940133,17584219,2021-01-01,0.641,100896618
5132,West Bengal,2021,1,hooghly district,5418241,10168468111.111834,1046242,19808381,2021-01-01,0.641,100896618
5133,West Bengal,2021,1,kolkata district,33156725,67772051033.458176,1823074,39347629,2021-01-01,0.641,100896618
5134,West Bengal,2021,1,koch bihar district,1491071,3346773579.067724,345201,5796542,2021-01-01,0.641,100896618
5135,West Bengal,2021,1,alipurduar district,822327,1958197907.4983711,167837,3103865,2021-01-01,0.641,100896618
5136,West Bengal,2021,1,paschim bardhaman district,4191623,7560655964.1510105,738540,14154334,2021-01-01,0.641,100896618
5137,West Bengal,2021,1,nadia district,4539314,9862089010.152363,893107,16082294,2021-01-01,0.641,100896618
5138,West Bengal,2021,1,birbhum district,2403840,4665715871.473248,558494,8668586,2021-01-01,0.641,100896618
5139,West Bengal,2021,1,purba medinipur district,5365020,12827859644.822784,884605,18408378,2021-01-01,0.641,100896618
5140,West Bengal,2021,1,maldah district,3227147,8406012410.967968,613320,12880352,2021-01-01,0.641,100896618
5141,West Bengal,2021,1,darjiling district,3286434,7769686380.986313,372025,6683418,2021-01-01,0.641,100896618
5142,West Bengal,2021,4,south twenty four parganas district,9996197,22549554717.599293,1477679,33158928,2021-01-01,0.641,100896618
5143,West Bengal,2021,4,purba bardhaman district,5875181,12502355839.729364,905950,20699909,2021-01-01,0.641,100896618
5144,West Bengal,2021,4,uttar dinajpur district,3663606,9386596414.578365,457144,14085762,2021-01-01,0.641,100896618
5145,West Bengal,2021,4,kalimpong district,258216,654843267.2530651,43545,1088538,2021-01-01,0.641,100896618
5146,West Bengal,2021,4,murshidabad district,13422646,33656929004.291054,1435266,31219092,2021-01-01,0.641,100896618
5147,West Bengal,2021,4,paschim medinipur district,7894026,16639425790.500774,985745,25743693,2021-01-01,0.641,100896618
5148,West Bengal,2021,4,dakshin dinajpur district,1638791,3473769418.4108477,326436,5709265,2021-01-01,0.641,100896618
5149,West Bengal,2021,4,jalpaiguri district,2342634,5224962233.676089,301033,8625183,2021-01-01,0.641,100896618
5150,West Bengal,2021,4,purulia district,3135514,4839481916.635239,502535,12106891,2021-01-01,0.641,100896618
5151,West Bengal,2021,4,north twenty four parganas district,28006815,51407780867.2138,3043008,77513355,2021-01-01,0.641,100896618
5152,West Bengal,2021,4,bankura district,4383302,7411233892.35178,743262,15470528,2021-01-01,0.641,100896618
5153,West Bengal,2021,4,jhargram district,1008297,1845872331.5088463,143344,3651690,2021-01-01,0.641,100896618
5154,West Bengal,2021,4,howrah district,20261475,36416694059.9693,1150144,27801657,2021-01-01,0.641,100896618
5155,West Bengal,2021,4,hooghly district,9342381,18914851063.97778,1278850,30173908,2021-01-01,0.641,100896618
5156,West Bengal,2021,4,kolkata district,65708533,131156784692.10446,2213659,56212627,2021-01-01,0.641,100896618
5157,West Bengal,2021,4,koch bihar district,3183823,6820617550.450257,430468,11678868,2021-01-01,0.641,100896618
5158,West Bengal,2021,4,alipurduar district,1679994,3837703804.434596,209348,5997603,2021-01-01,0.641,100896618
5159,West Bengal,2021,4,paschim bardhaman district,8475007,15264204423.795567,902608,25084418,2021-01-01,0.641,100896618
5160,West Bengal,2021,4,nadia district,8591598,19373295943.91859,1096767,26521254,2021-01-01,0.641,100896618
5161,West Bengal,2021,4,birbhum district,4352535,8961590629.524475,689824,15475854,2021-01-01,0.641,100896618
5162,West Bengal,2021,4,purba medinipur district,9886889,23874294119.021553,1087362,29634241,2021-01-01,0.641,100896618
5163,West Bengal,2021,4,maldah district,6753992,16323385094.13332,762717,23166785,2021-01-01,0.641,100896618
5164,West Bengal,2021,4,darjiling district,5168108,11681810187.018759,457833,11515790,2021-01-01,0.641,100896618
5165,West Bengal,2018,3,south twenty four parganas district,1762541,1427598240.6865141,284988,0,2018-01-01,0.641,100896618
5166,West Bengal,2018,3,purba bardhaman district,3594299,1939579865.0387182,230690,0,2018-01-01,0.641,100896618
5167,West Bengal,2018,3,uttar dinajpur district,565131,539823755.8805596,93951,0,2018-01-01,0.641,100896618
5168,West Bengal,2018,3,kalimpong district,11831,22888283.03707239,6258,0,2018-01-01,0.641,100896618
5169,West Bengal,2018,3,murshidabad district,4125695,2657568623.9518037,335935,0,2018-01-01,0.641,100896618
5170,West Bengal,2018,3,paschim medinipur district,2615338,1735399471.8240018,238405,0,2018-01-01,0.641,100896618
5171,West Bengal,2018,3,dakshin dinajpur district,848445,470231443.3042152,71362,0,2018-01-01,0.641,100896618
5172,West Bengal,2018,3,jalpaiguri district,315295,357458671.4286321,60422,0,2018-01-01,0.641,100896618
5173,West Bengal,2018,3,purulia district,2634127,1255674844.8882928,131658,0,2018-01-01,0.641,100896618
5174,West Bengal,2018,3,north twenty four parganas district,4856114,4545902671.152222,722572,0,2018-01-01,0.641,100896618
5175,West Bengal,2018,3,bankura district,5179457,2464193070.534754,207830,0,2018-01-01,0.641,100896618
5176,West Bengal,2018,3,jhargram district,544404,276381182.4522882,35579,0,2018-01-01,0.641,100896618
5177,West Bengal,2018,3,howrah district,1389380,1281775308.5032842,255445,0,2018-01-01,0.641,100896618
5178,West Bengal,2018,3,hooghly district,2570814,1739170524.2633934,280640,0,2018-01-01,0.641,100896618
5179,West Bengal,2018,3,kolkata district,4733562,6263652226.964284,548600,0,2018-01-01,0.641,100896618
5180,West Bengal,2018,3,koch bihar district,522671,429958396.6195189,83390,0,2018-01-01,0.641,100896618
5181,West Bengal,2018,3,alipurduar district,190894,246648836.55828375,42522,0,2018-01-01,0.641,100896618
5182,West Bengal,2018,3,paschim bardhaman district,2874238,1847805644.7258697,251021,0,2018-01-01,0.641,100896618
5183,West Bengal,2018,3,nadia district,3491909,2140939925.6671455,262694,0,2018-01-01,0.641,100896618
5184,West Bengal,2018,3,birbhum district,6066238,6130627463.516832,182144,0,2018-01-01,0.641,100896618
5185,West Bengal,2018,3,purba medinipur district,2641955,2004301849.281406,252759,0,2018-01-01,0.641,100896618
5186,West Bengal,2018,3,maldah district,1891735,1596093452.1055121,177439,0,2018-01-01,0.641,100896618
5187,West Bengal,2018,3,darjiling district,279343,470260430.7927488,95436,0,2018-01-01,0.641,100896618
5188,West Bengal,2018,2,south twenty four parganas district,727105,672591311.5734882,214056,0,2018-01-01,0.641,100896618
5189,West Bengal,2018,2,purba bardhaman district,738207,421072712.1548571,181944,0,2018-01-01,0.641,100896618
5190,West Bengal,2018,2,uttar dinajpur district,371120,261564937.44381255,75017,0,2018-01-01,0.641,100896618
5191,West Bengal,2018,2,kalimpong district,8003,14628605.386737475,4536,0,2018-01-01,0.641,100896618
5192,West Bengal,2018,2,murshidabad district,1290440,849517566.9427693,276931,0,2018-01-01,0.641,100896618
5193,West Bengal,2018,2,paschim medinipur district,681104,537554850.2256197,185542,0,2018-01-01,0.641,100896618
5194,West Bengal,2018,2,dakshin dinajpur district,466273,146101492.47782007,56953,0,2018-01-01,0.641,100896618
5195,West Bengal,2018,2,jalpaiguri district,180099,199304038.59126633,45702,0,2018-01-01,0.641,100896618
5196,West Bengal,2018,2,purulia district,395773,158322046.01026285,106372,0,2018-01-01,0.641,100896618
5197,West Bengal,2018,2,north twenty four parganas district,2119664,2509379355.091834,572438,0,2018-01-01,0.641,100896618
5198,West Bengal,2018,2,bankura district,747564,307725444.78423697,166700,0,2018-01-01,0.641,100896618
5199,West Bengal,2018,2,jhargram district,119417,60290384.78020149,27960,0,2018-01-01,0.641,100896618
5200,West Bengal,2018,2,howrah district,560185,654990894.6156787,198699,0,2018-01-01,0.641,100896618
5201,West Bengal,2018,2,hooghly district,680606,577920192.4223987,221090,0,2018-01-01,0.641,100896618
5202,West Bengal,2018,2,kolkata district,2501448,4109821729.890053,431481,0,2018-01-01,0.641,100896618
5203,West Bengal,2018,2,koch bihar district,255842,201345528.23207912,62711,0,2018-01-01,0.641,100896618
5204,West Bengal,2018,2,alipurduar district,113879,135857086.90247357,32196,0,2018-01-01,0.641,100896618
5205,West Bengal,2018,2,paschim bardhaman district,661190,554992245.8938131,203750,0,2018-01-01,0.641,100896618
5206,West Bengal,2018,2,nadia district,972818,633203448.0011742,209683,0,2018-01-01,0.641,100896618
5207,West Bengal,2018,2,birbhum district,2775489,3988930679.7679114,145905,0,2018-01-01,0.641,100896618
5208,West Bengal,2018,2,purba medinipur district,850189,751427465.395005,195830,0,2018-01-01,0.641,100896618
5209,West Bengal,2018,2,maldah district,697698,593137876.5821025,144144,0,2018-01-01,0.641,100896618
5210,West Bengal,2018,2,darjiling district,168333,289503577.0384555,74155,0,2018-01-01,0.641,100896618
5211,West Bengal,2018,1,south twenty four parganas district,421793,349206351.134772,142473,0,2018-01-01,0.641,100896618
5212,West Bengal,2018,1,purba bardhaman district,396998,212356023.7378838,119528,0,2018-01-01,0.641,100896618
5213,West Bengal,2018,1,uttar dinajpur district,242526,126658409.55475825,50400,0,2018-01-01,0.641,100896618
5214,West Bengal,2018,1,kalimpong district,4972,7706385.682244161,3090,0,2018-01-01,0.641,100896618
5215,West Bengal,2018,1,murshidabad district,833479,421068895.8684155,187824,0,2018-01-01,0.641,100896618
5216,West Bengal,2018,1,paschim medinipur district,419331,286483484.5978188,127203,0,2018-01-01,0.641,100896618
5217,West Bengal,2018,1,dakshin dinajpur district,224063,69636116.7506341,36948,0,2018-01-01,0.641,100896618
5218,West Bengal,2018,1,jalpaiguri district,120349,96252642.72890764,31035,0,2018-01-01,0.641,100896618
5219,West Bengal,2018,1,purulia district,234356,86934374.95930237,73427,0,2018-01-01,0.641,100896618
5220,West Bengal,2018,1,north twenty four parganas district,1235602,1282978629.1040893,396980,0,2018-01-01,0.641,100896618
5221,West Bengal,2018,1,bankura district,378312,159367696.65101814,110008,0,2018-01-01,0.641,100896618
5222,West Bengal,2018,1,jhargram district,66167,33316470.25275091,18243,0,2018-01-01,0.641,100896618
5223,West Bengal,2018,1,howrah district,346838,350424696.862291,136589,0,2018-01-01,0.641,100896618
5224,West Bengal,2018,1,hooghly district,380589,299741600.337428,148033,0,2018-01-01,0.641,100896618
5225,West Bengal,2018,1,kolkata district,2043129,2753347660.1429114,306503,0,2018-01-01,0.641,100896618
5226,West Bengal,2018,1,koch bihar district,155388,88320338.70770223,41690,0,2018-01-01,0.641,100896618
5227,West Bengal,2018,1,alipurduar district,71585,65816753.34844737,22238,0,2018-01-01,0.641,100896618
5228,West Bengal,2018,1,paschim bardhaman district,350033,298947240.57755685,139310,0,2018-01-01,0.641,100896618
5229,West Bengal,2018,1,nadia district,549427,307840167.70912766,136396,0,2018-01-01,0.641,100896618
5230,West Bengal,2018,1,birbhum district,2125816,2520486412.452376,94598,0,2018-01-01,0.641,100896618
5231,West Bengal,2018,1,purba medinipur district,516243,380534345.7354028,131380,0,2018-01-01,0.641,100896618
5232,West Bengal,2018,1,maldah district,491756,283624702.4245752,99061,0,2018-01-01,0.641,100896618
5233,West Bengal,2018,1,darjiling district,101473,144929152.81969556,51832,0,2018-01-01,0.641,100896618
5234,West Bengal,2018,4,south twenty four parganas district,1839620,1674747743.946566,398349,0,2018-01-01,0.641,100896618
5235,West Bengal,2018,4,purba bardhaman district,1517609,1105650331.2157145,290805,0,2018-01-01,0.641,100896618
